Shloka,EngMeaning
"ज्ञानयज्ञेन चाप्यन्ये यजन्तो मामुपासते |
एकत्वेन पृथक्त्वेन बहुधा विश्वतोमुखम् ||९-१५||","9.15 Others also sacrificing with the wisdom-sacrifice worship Me, the All-faced, as one, as distinct, and as manifold."
"अहं क्रतुरहं यज्ञः स्वधाहमहमौषधम् |
मन्त्रोऽहमहमेवाज्यमहमग्निरहं हुतम् ||९-१६||",9.16 I am the Kratu; I am the Yajna; I am the offering (food) to the manes; I am the medicinal herbs and all the plants; I am the Mantra; I am also the Ghee or the melted butter; I am the fire; I am the oblation.
"पिताहमस्य जगतो माता धाता पितामहः |
वेद्यं पवित्रमोंकार ऋक्साम यजुरेव च ||९-१७||","9.17 I am the father of this world, the mother, the dispenser of the fruits of actions and the 
grandfather; the (one) thing to be known, the purifier, the sacred monosyllable (Om), and also the Rik-, the Sama-and the Yajur-Vedas."
"गतिर्भर्ता प्रभुः साक्षी निवासः शरणं सुहृत् |
प्रभवः प्रलयः स्थानं निधानं बीजमव्ययम् ||९-१८||","9.18 I am the goal, the supporter, the Lord, the witness, the abode, the shelter, the friend, the origin, the dissolution, the foundation, the treasure-house and the seed which is imperishable."
"तपाम्यहमहं वर्षं निगृह्णाम्युत्सृजामि च |
अमृतं चैव मृत्युश्च सदसच्चाहमर्जुन ||९-१९||","9.19 (As the sun) I give heat; I withhold and send forth the rain; I am immortality and also death, existence and non-existence, O Arjuna."
"त्रैविद्या मां सोमपाः पूतपापा
यज्ञैरिष्ट्वा स्वर्गतिं प्रार्थयन्ते |
ते पुण्यमासाद्य सुरेन्द्रलोक-
मश्नन्ति दिव्यान्दिवि देवभोगान् ||९-२०||","9.20 The knowers of the three Vedas, the drinkers of Soma, purified of all sins, worshipping Me by sacrifices, pray for the way to heaven; they reach the holy world of the Lord of the gods and enjoy in heavn the divine pleasures of the gods."
"ते तं भुक्त्वा स्वर्गलोकं विशालं
क्षीणे पुण्ये मर्त्यलोकं विशन्ति |
एवं त्रयीधर्ममनुप्रपन्ना
गतागतं कामकामा लभन्ते ||९-२१||","9.21 They, having enjoyed the vast heaven, enter the world of mortals when their merit is exhausted; thus abiding by the injunctions of the ï1threeï1 (Vedas) and desiring (objects of) desires, they attain to the state of going and returning."
"अनन्याश्चिन्तयन्तो मां ये जनाः पर्युपासते |
तेषां नित्याभियुक्तानां योगक्षेमं वहाम्यहम् ||९-२२||","9.22 For those men who worship Me alone, thinking of no other, for those ever-united, I secure what is not already possessed and preserve what they already possess."
"येऽप्यन्यदेवता भक्ता यजन्ते श्रद्धयान्विताः |
तेऽपि मामेव कौन्तेय यजन्त्यविधिपूर्वकम् ||९-२३||","9.23 Even those devotees who, endowed with faith, worship other gods, worship Me alone, O Arjuna, b the wrong method."
"अहं हि सर्वयज्ञानां भोक्ता च प्रभुरेव च |
न तु मामभिजानन्ति तत्त्वेनातश्च्यवन्ति ते ||९-२४||","9.24 (For) I alone am the enjoyer and also the Lord of all sacrifices; but they do not know Me in essence (in reality), and hence they fall (return to this mortal world)."
"यान्ति देवव्रता देवान्पितॄन्यान्ति पितृव्रताः |
भूतानि यान्ति भूतेज्या यान्ति मद्याजिनोऽपि माम् ||९-२५||",9.25 The worshippers of the gods go to them; to the manes go the ancestor-worshippers; to the deities who preside over the elements go their worshippers; but My devotees come to Me.
"पत्रं पुष्पं फलं तोयं यो मे भक्त्या प्रयच्छति |
तदहं भक्त्युपहृतमश्नामि प्रयतात्मनः ||९-२६||","9.26 Whoever offers Me with devotion a leaf, a flower, a fruit or a little water  that, so offered devotedly by the pure-minded, I accept."
"यत्करोषि यदश्नासि यज्जुहोषि ददासि यत् |
यत्तपस्यसि कौन्तेय तत्कुरुष्व मदर्पणम् ||९-२७||","9.27 Whatever thou doest, whatever thou eatest, whatever thou offerest in sacrifice, whatever thou givest, whatever thou practisest as austerity, O Arjuna, do it as an offering unto Me."
"शुभाशुभफलैरेवं मोक्ष्यसे कर्मबन्धनैः |
संन्यासयोगयुक्तात्मा विमुक्तो मामुपैष्यसि ||९-२८||","9.28 Thus shalt thou be freed from the bonds of actions yielding good and evil fruits; with the mind steadfast in the Yoga of renunciation, and liberated, thou shalt come unto Me."
"समोऽहं सर्वभूतेषु न मे द्वेष्योऽस्ति न प्रियः |
ये भजन्ति तु मां भक्त्या मयि ते तेषु चाप्यहम् ||९-२९||",9.29 The same am I to all beings; to Me there is none hateful or dear; but those who worship Me with devotion are in Me and I am also in them.
"अपि चेत्सुदुराचारो भजते मामनन्यभाक् |
साधुरेव स मन्तव्यः सम्यग्व्यवसितो हि सः ||९-३०||","9.30 Even if the most sinful worships Me, with devotion to none else, he too should indeed by regarded as righteous for he has rightly resolved."
"क्षिप्रं भवति धर्मात्मा शश्वच्छान्तिं निगच्छति |
कौन्तेय प्रतिजानीहि न मे भक्तः प्रणश्यति ||९-३१||","9.31 Soon he becomes righteous and attains to eternal peace; O Arjuna, proclaim thou for certain that My devotee never perishes."
"मां हि पार्थ व्यपाश्रित्य येऽपि स्युः पापयोनयः |
स्त्रियो वैश्यास्तथा शूद्रास्तेऽपि यान्ति परां गतिम् ||९-३२||","9.32 For, taking refuge in Me, they also who, O Arjuna, may be of a sinful birth  women, Vaisyas as well as Sudras  attain the Supreme Goal."
"किं पुनर्ब्राह्मणाः पुण्या भक्ता राजर्षयस्तथा |
अनित्यमसुखं लोकमिमं प्राप्य भजस्व माम् ||९-३३||","9.33 How much more (easily) then the hold Brahmins and devoted royal saints (attain the goal); having come to this impermanent and unhappy world, do thou worship Me."
"मन्मना भव मद्भक्तो मद्याजी मां नमस्कुरु |
मामेवैष्यसि युक्त्वैवमात्मानं मत्परायणः ||९-३४||","9.34 Fix thy mind on Me; by devoted to Me; sacrifice unto Me; bow down to Me; having thus united thy whole self to Me, taking Me as the supreme goal, thou shalt come unto Me."
"श्रीभगवानुवाच |
भूय एव महाबाहो शृणु मे परमं वचः |
यत्तेऽहं प्रीयमाणाय वक्ष्यामि हितकाम्यया ||१०-१||","10.1 The Blessed Lord said  Again, O mighty-armed Arjuna, listen to my supreme word which I will declare to thee who who art beloved, for thy welfare."
"न मे विदुः सुरगणाः प्रभवं न महर्षयः |
अहमादिर्हि देवानां महर्षीणां च सर्वशः ||१०-२||",10.2 Neither the hosts of the gods nor the great sages know My origin; for in every way I am the source of all the gods and the great sages.
"यो मामजमनादिं च वेत्ति लोकमहेश्वरम् |
असम्मूढः स मर्त्येषु सर्वपापैः प्रमुच्यते ||१०-३||","10.3 He who knows Me as unborn and beginningless, as the great Lord of the worlds, he, among mortals, is undeluded and he is liberated from all sins."
"बुद्धिर्ज्ञानमसम्मोहः क्षमा सत्यं दमः शमः |
सुखं दुःखं भवोऽभावो भयं चाभयमेव च ||१०-४||","10.4 Intellect, wisdom, non-delusion, forgiveness, truth, self-restraint, calmness, happiness, pain, existence or birth, non-existence or death, fear and also fearlessness."
"अहिंसा समता तुष्टिस्तपो दानं यशोऽयशः |
भवन्ति भावा भूतानां मत्त एव पृथग्विधाः ||१०-५||","10.5 Non-injury, eanimity, contentment, austerity, beneficence, fame, ill-fame  (these) different kinds of alities of beings arise from Me alone."
"महर्षयः सप्त पूर्वे चत्वारो मनवस्तथा |
मद्भावा मानसा जाता येषां लोक इमाः प्रजाः ||१०-६||","10.6 The seven great sages, the ancient four and also the Manus, possessed of powers like Me (on account of their minds being fixed on Me), were born of (My) mind; from them are these creatures born in this world."
"एतां विभूतिं योगं च मम यो वेत्ति तत्त्वतः |
सोऽविकम्पेन योगेन युज्यते नात्र संशयः ||१०-७||",10.7 He who in truth knows these manifold manifestations of My Being and (this) Yoga-power of Mine becomes established in the unshakable Yoga; there is no doubt about it.
"अहं सर्वस्य प्रभवो मत्तः सर्वं प्रवर्तते |
इति मत्वा भजन्ते मां बुधा भावसमन्विताः ||१०-८||","10.8 I am the source of all; from Me everything evolves; understanding thus, the wise, endowed with meditation, worship Me."
"मच्चित्ता मद्गतप्राणा बोधयन्तः परस्परम् |
कथयन्तश्च मां नित्यं तुष्यन्ति च रमन्ति च ||१०-९||","10.9 With their mind and their life wholly absorbed in Me, enlightening each other and ever speaking of Me, they are satisfied and delighted."
"तेषां सततयुक्तानां भजतां प्रीतिपूर्वकम् |
ददामि बुद्धियोगं तं येन मामुपयान्ति ते ||१०-१०||","10.10 To them who are ever steadfast, worshipping Me with love, I give the Yoga of discrimination by which they come to Me."
"तेषामेवानुकम्पार्थमहमज्ञानजं तमः |
नाशयाम्यात्मभावस्थो ज्ञानदीपेन भास्वता ||१०-११||","10.11 Out of mere compassion for them, I, dwelling within their Self, destroy the darkness born of ignorance by the luminous lamp of knowledge."
"अर्जुन उवाच |
परं ब्रह्म परं धाम पवित्रं परमं भवान् |
पुरुषं शाश्वतं दिव्यमादिदेवमजं विभुम् ||१०-१२||","10.12 Arjuna said  Thou art the Supreme Brahman, the supreme abode (or the supreme light), the supreme purifier, eternal, divine Person, the primeval God, unborn andn omnipresent."
"आहुस्त्वामृषयः सर्वे देवर्षिर्नारदस्तथा |
असितो देवलो व्यासः स्वयं चैव ब्रवीषि मे ||१०-१३||","10.13 All the sages have thus declared Thee, as also the divine sage Narada; so also Asita, Devala and Vyasa; and now Thou Thyself sayest so to me."
"सर्वमेतदृतं मन्ये यन्मां वदसि केशव |
न हि ते भगवन्व्यक्तिं विदुर्देवा न दानवाः ||१०-१४||","10.14 I believe all this that Thou sayest to me to be true, O Krishna; verily, O blessed Lord! neither the gods nor the demons know Thy manifestation (origin)."
"स्वयमेवात्मनात्मानं वेत्थ त्वं पुरुषोत्तम |
भूतभावन भूतेश देवदेव जगत्पते ||१०-१५||",Swami Sivananda did not comment on this sloka
"वक्तुमर्हस्यशेषेण दिव्या ह्यात्मविभूतयः |
याभिर्विभूतिभिर्लोकानिमांस्त्वं व्याप्य तिष्ठसि ||१०-१६||","10.16 Thou shouldst indeed tell, without reserve, of Thy divine glories by which Thou existest, pervading all these worlds. (None else can do so.)"
"कथं विद्यामहं योगिंस्त्वां सदा परिचिन्तयन् |
केषु केषु च भावेषु चिन्त्योऽसि भगवन्मया ||१०-१७||","10.17 How shall I, ever meditating, know Thee, O Yogin? In what aspects or things, O blessed 
Lord, art Thou to be thought of by me?"
"विस्तरेणात्मनो योगं विभूतिं च जनार्दन |
भूयः कथय तृप्तिर्हि शृण्वतो नास्ति मेऽमृतम् ||१०-१८||","10.18 Tell me again in detail, O Krishna, of Thy Yogic power and glory; for I am not satiated with what I have heard of Thy life-giving and nectar-like speech."
"श्रीभगवानुवाच |
हन्त ते कथयिष्यामि दिव्या ह्यात्मविभूतयः |
प्राधान्यतः कुरुश्रेष्ठ नास्त्यन्तो विस्तरस्य मे ||१०-१९||","10.19 The Blessed Lord said  Very well! Now I will declare to thee My divine glories in their prominence, O Arjuna; there is no end to their detailed description."
"अहमात्मा गुडाकेश सर्वभूताशयस्थितः |
अहमादिश्च मध्यं च भूतानामन्त एव च ||१०-२०||","10.20 I am the Self, O Gudakesa, seated in the hearts of all beings; I am the beginning, the middle and also the end of all beings."
"आदित्यानामहं विष्णुर्ज्योतिषां रविरंशुमान् |
मरीचिर्मरुतामस्मि नक्षत्राणामहं शशी ||१०-२१||","10.21 Among the (twelve) Adityas, I am Vishnu; among luminaries, the radiant sun; I am Marichi among the (seven or forty-nine) Maruts; among stars the moon am I."
"वेदानां सामवेदोऽस्मि देवानामस्मि वासवः |
इन्द्रियाणां मनश्चास्मि भूतानामस्मि चेतना ||१०-२२||",10.22 Among the Vedas I am the Sama-Veda; I am Vasava among the gods; among the senses I am the mind; and I am intelligence among living beings.
"रुद्राणां शङ्करश्चास्मि वित्तेशो यक्षरक्षसाम् |
वसूनां पावकश्चास्मि मेरुः शिखरिणामहम् ||१०-२३||","10.23 And, among the Rudras I am Sankara; among the Yakshas and Rakshasas, the Lord of wealth (Kubera); among the Vasus I am Pavaka (fire); and among the (seven) mountains I am the Meru."
"पुरोधसां च मुख्यं मां विद्धि पार्थ बृहस्पतिम् |
सेनानीनामहं स्कन्दः सरसामस्मि सागरः ||१०-२४||","10.24 And, among the household priests (of kings), O Arjuna, know Me to be the chief, Brihaspati; among the army generals I am Skana; among lakes I am the ocean.
'"
"महर्षीणां भृगुरहं गिरामस्म्येकमक्षरम् |
यज्ञानां जपयज्ञोऽस्मि स्थावराणां हिमालयः ||१०-२५||",10.25 Among the great sages I am Bhrigu; among words I am the one syllable (Om); among sacrifices I am the sacrifice of silent repetition; among the immovable things I am the Himalayas.
"अश्वत्थः सर्ववृक्षाणां देवर्षीणां च नारदः |
गन्धर्वाणां चित्ररथः सिद्धानां कपिलो मुनिः ||१०-२६||","10.26 Among all the trees ( I am) the Peepul; among the divine sages, I am Narada; among Gandharvas, Chitraratha; among the perfected, the sage Kapila."
"उच्चैःश्रवसमश्वानां विद्धि माममृतोद्भवम् |
ऐरावतं गजेन्द्राणां नराणां च नराधिपम् ||१०-२७||","10.27 Know Me as Ucchaisravas born of nectar, among horses; among lordly elephants (I am) the Airavata; and, among men, the king."
"आयुधानामहं वज्रं धेनूनामस्मि कामधुक् |
प्रजनश्चास्मि कन्दर्पः सर्पाणामस्मि वासुकिः ||१०-२८||","10.28 Among weapons I am the thunderbolt; among cows I am the wish-fulfilling cow called Kamadhenu; I am the progenitor, the god of love; among serpents I am Vasuki."
"अनन्तश्चास्मि नागानां वरुणो यादसामहम् |
पितॄणामर्यमा चास्मि यमः संयमतामहम् ||१०-२९||",10.29 I am Ananta among the Nagas; I am Varuna among water-deities; Aryaman among the Manes I am; I am Yama among the governors.
"प्रह्लादश्चास्मि दैत्यानां कालः कलयतामहम् |
मृगाणां च मृगेन्द्रोऽहं वैनतेयश्च पक्षिणाम् ||१०-३०||","10.30 And, I am Prahlada among the demons, among the reckoners I am time; among beasts I am the lion, and Vainateya (Garuda) among birds."
"पवनः पवतामस्मि रामः शस्त्रभृतामहम् |
झषाणां मकरश्चास्मि स्रोतसामस्मि जाह्नवी ||१०-३१||",10.31 Among the purifiers (or the speeders) I am the wind; Rama among the warriors am I; among the fishes I am the shark; among the streams I am the Ganga.
"सर्गाणामादिरन्तश्च मध्यं चैवाहमर्जुन |
अध्यात्मविद्या विद्यानां वादः प्रवदतामहम् ||१०-३२||","10.32 Among creations I am the beginning, the middle and also the end, O Arjuna; among the sciences I am the science of the Self; and I am the logic among controversialists."
"अक्षराणामकारोऽस्मि द्वन्द्वः सामासिकस्य च |
अहमेवाक्षयः कालो धाताहं विश्वतोमुखः ||१०-३३||","10.33 Among the letters of the alphabets, the letter 'A' I am and the dual among the compounds. I am verily the inexhaustible or everlasting time; I am the dispenser (of the fruits of actions) having 
faces in all directions."
"मृत्युः सर्वहरश्चाहमुद्भवश्च भविष्यताम् |
कीर्तिः श्रीर्वाक्च नारीणां स्मृतिर्मेधा धृतिः क्षमा ||१०-३४||","10.34 And I am the all-devouring Death, and the prosperity of those who are to be prosperous; among the feminine alities (I am) fame, prosperity, speech, memory, intelligence, firmness and forgiveness."
"बृहत्साम तथा साम्नां गायत्री छन्दसामहम् |
मासानां मार्गशीर्षोऽहमृतूनां कुसुमाकरः ||१०-३५||",10.35 Among the hymns also I am the Brihatsaman; among metres Gayatri am I; among the montsh I am the Margasirsha; among the seasons (I am) the flowery season.
"द्यूतं छलयतामस्मि तेजस्तेजस्विनामहम् |
जयोऽस्मि व्यवसायोऽस्मि सत्त्वं सत्त्ववतामहम् ||१०-३६||",10.36 I am the gambling of the fraudulent; I am the splendour of the splendid; I am victory; I am determination (of those who are determined); I am the goodness of the good.
"वृष्णीनां वासुदेवोऽस्मि पाण्डवानां धनञ्जयः |
मुनीनामप्यहं व्यासः कवीनामुशना कविः ||१०-३७||","10.37 Among the Vrishnis I am Vaasudeva; among the Pandavas I am Arjuna; among the sages I am Vyasa; among the Poets I am Usanas, the poet."
"दण्डो दमयतामस्मि नीतिरस्मि जिगीषताम् |
मौनं चैवास्मि गुह्यानां ज्ञानं ज्ञानवतामहम् ||१०-३८||","10.38 Of those who punish, I am the sceptre; among those who seek victory, I am statesmanship; and also among secrets, I am silence; knowledge among knowers I am."
"यच्चापि सर्वभूतानां बीजं तदहमर्जुन |
न तदस्ति विना यत्स्यान्मया भूतं चराचरम् ||१०-३९||","10.39 And whatever is the seed of all beings, that also am I, O Arjuna; there is no being, whether moving or unmoving, that can exist without Me."
"नान्तोऽस्ति मम दिव्यानां विभूतीनां परन्तप |
एष तूद्देशतः प्रोक्तो विभूतेर्विस्तरो मया ||१०-४०||","10.40 There is no end to My divine gloreis, O Arjuna, but this is a brief statement by Me of the particulars of My divine glories."
"यद्यद्विभूतिमत्सत्त्वं श्रीमदूर्जितमेव वा |
तत्तदेवावगच्छ त्वं मम तेजोंऽशसम्भवम् ||१०-४१||","10.41 Whatever being there is glorious, prosperous or powerful, that know thou to be a manifestation of a part of My splendour."
"अथवा बहुनैतेन किं ज्ञातेन तवार्जुन |
विष्टभ्याहमिदं कृत्स्नमेकांशेन स्थितो जगत् ||१०-४२||","10.42 But, of what avail to thee is the knowledge of all these details, O Arjuna? I exist, supporting this whole world by one part of Myself."
"अर्जुन उवाच |
मदनुग्रहाय परमं गुह्यमध्यात्मसंज्ञितम् |
यत्त्वयोक्तं वचस्तेन मोहोऽयं विगतो मम ||११-१||","11.1 Arjuna said  By this word (explanation) of the highest secret concerning the Self which Thou hast spoken, for the sake of blessing me, my delusion is gone."
"भवाप्ययौ हि भूतानां श्रुतौ विस्तरशो मया |
त्वत्तः कमलपत्राक्ष माहात्म्यमपि चाव्ययम् ||११-२||","11.2 The origin and the destruction of beings verily have been heard by me in detail from Thee, O lotus-eyed Lord, and also Thy inexhaustible greatness."
"एवमेतद्यथात्थ त्वमात्मानं परमेश्वर |
द्रष्टुमिच्छामि ते रूपमैश्वरं पुरुषोत्तम ||११-३||","11.3 (Now) O Supreme Lord, as Thou hast thus described Thyself, O Supreme Person, I wish to see Thy divine form."
"मन्यसे यदि तच्छक्यं मया द्रष्टुमिति प्रभो |
योगेश्वर ततो मे त्वं दर्शयात्मानमव्ययम् ||११-४||","11.4 If Thou, O Lord, thinkest it possible for me to see it, do Thou, then, O Lord of the Yogins, show me Thy imperishable Self."
"श्रीभगवानुवाच |
पश्य मे पार्थ रूपाणि शतशोऽथ सहस्रशः |
नानाविधानि दिव्यानि नानावर्णाकृतीनि च ||११-५||","11.5 The Blessed Lord said  Behold, O Arjuna, forms of Mine, by the hundreds and thousands, of different sorts, divine, and of various colours and shapes."
"पश्यादित्यान्वसून्रुद्रानश्विनौ मरुतस्तथा |
बहून्यदृष्टपूर्वाणि पश्याश्चर्याणि भारत ||११-६||","11.6 Behold the Adityas, the Vasus, the Rudras, the two Asvins and also the Maruts; behold many wonders never seen before, O Arjuna."
"इहैकस्थं जगत्कृत्स्नं पश्याद्य सचराचरम् |
मम देहे गुडाकेश यच्चान्यद् द्रष्टुमिच्छसि ||११-७||","11.7 Now behold, O Arjuna, in this, My body, the whole universe centred in one  including the moving and the unmoving  and whatever else thou desirest to see."
"न तु मां शक्यसे द्रष्टुमनेनैव स्वचक्षुषा |
दिव्यं ददामि ते चक्षुः पश्य मे योगमैश्वरम् ||११-८||",11.8 But thou art not able to behold Me with these thine own eyes; I give thee the divine eye; behold My lordly Yoga.
"सञ्जय उवाच |
एवमुक्त्वा ततो राजन्महायोगेश्वरो हरिः |
दर्शयामास पार्थाय परमं रूपमैश्वरम् ||११-९||","11.9 Sanjaya said  Having thus spoken, O king, the great Lord of Yoga, hari (Krishna), showed to Arjuna His supreme form as the Lord."
"अनेकवक्त्रनयनमनेकाद्भुतदर्शनम् |
अनेकदिव्याभरणं दिव्यानेकोद्यतायुधम् ||११-१०||","11.10 With numerous mouths and eyes, with numerous wonderful sights, with numerous divine ornaments, with numerous divine weapons uplifted (such a form He showed)."
"दिव्यमाल्याम्बरधरं दिव्यगन्धानुलेपनम् |
सर्वाश्चर्यमयं देवमनन्तं विश्वतोमुखम् ||११-११||","11.11 Wearing divine garlands (necklaces) and apparel, anointed with divine unguents, the all-wonderful, resplendent (Being) endless with faces on all sides."
"दिवि सूर्यसहस्रस्य भवेद्युगपदुत्थिता |
यदि भाः सदृशी सा स्याद्भासस्तस्य महात्मनः ||११-१२||","11.12 If the splendour of a thousand suns were to blaze out at once (simultaneously) in the sky, that would be the splendour of that mighty Being (great Soul)."
"तत्रैकस्थं जगत्कृत्स्नं प्रविभक्तमनेकधा |
अपश्यद्देवदेवस्य शरीरे पाण्डवस्तदा ||११-१३||","11.13 There, in the body of the God of gods, Arjuna then saw the whole universe resting in one, with its many groups."
"ततः स विस्मयाविष्टो हृष्टरोमा धनञ्जयः |
प्रणम्य शिरसा देवं कृताञ्जलिरभाषत ||११-१४||","11.14 Then, Arjuna, filled with wonder and with his hair standing on end, bowed down his head to the God and spoke with joined palms."
"अर्जुन उवाच |
पश्यामि देवांस्तव देव देहे
सर्वांस्तथा भूतविशेषसङ्घान् |
ब्रह्माणमीशं कमलासनस्थ-
मृषींश्च सर्वानुरगांश्च दिव्यान् ||११-१५||","11.15 Arjuna said  I see all the gods, O God, in Thy body, and (also) hosts of various classes of beings, Brahma, the Lord, seated on the lotus, all the sages and the celestial serpents."
"अनेकबाहूदरवक्त्रनेत्रं
पश्यामि त्वां सर्वतोऽनन्तरूपम् |
नान्तं न मध्यं न पुनस्तवादिं
पश्यामि विश्वेश्वर विश्वरूप ||११-१६||","11.16 I see Thee of boundless form on every side with many arms, stomachs, mouths and eyes: neither the end nor the middle nor also the beginning do I see, O Lord of the universe, O Cosmic Form."
"किरीटिनं गदिनं चक्रिणं च
तेजोराशिं सर्वतो दीप्तिमन्तम् |
पश्यामि त्वां दुर्निरीक्ष्यं समन्ताद्
दीप्तानलार्कद्युतिमप्रमेयम् ||११-१७||","11.17 I see Thee with the diadem, the club and the discus, a mass of radiance shining 
everywhere, very hard to look at, blazing all round like burning fire and the sun, and immeasurable."
"त्वमक्षरं परमं वेदितव्यं
त्वमस्य विश्वस्य परं निधानम् |
त्वमव्ययः शाश्वतधर्मगोप्ता
सनातनस्त्वं पुरुषो मतो मे ||११-१८||","11.18 Thou art the Imperishable, the Supreme Being, worthy to be known. Thou art the great treasure-house of this universe; Thou art the imperishable protector of the eternal Dhrama; Thou art the Primal Person, I deem."
"अनादिमध्यान्तमनन्तवीर्य-
मनन्तबाहुं शशिसूर्यनेत्रम् |
पश्यामि त्वां दीप्तहुताशवक्त्रं
स्वतेजसा विश्वमिदं तपन्तम् ||११-१९||","11.19 I see Thee without beginning, middle or end, infinite in power, of endless arms, the sun and the moon being Thy eyes, the burning fire Thy mouth, heating the whole universe with Thy radiance."
"द्यावापृथिव्योरिदमन्तरं हि
व्याप्तं त्वयैकेन दिशश्च सर्वाः |
दृष्ट्वाद्भुतं रूपमुग्रं तवेदं
लोकत्रयं प्रव्यथितं महात्मन् ||११-२०||","11.20 This space between the earth and the heaven and all the arters are filled by Thee alone; having seen this, Thy wonderful and teriible form, the three worlds are trembling with fear, O great-souled Being."
"अमी हि त्वां सुरसङ्घा विशन्ति
केचिद्भीताः प्राञ्जलयो गृणन्ति |
स्वस्तीत्युक्त्वा महर्षिसिद्धसङ्घाः
स्तुवन्ति त्वां स्तुतिभिः पुष्कलाभिः ||११-२१||","11.21 Verily, into Thee enter these hosts of gods; some extol Thee in fear with joined palms; saying 'may it be well', bands of great sages and perfected ones praise Thee with hymns complete."
"रुद्रादित्या वसवो ये च साध्या
विश्वेऽश्विनौ मरुतश्चोष्मपाश्च |
गन्धर्वयक्षासुरसिद्धसङ्घा
वीक्षन्ते त्वां विस्मिताश्चैव सर्वे ||११-२२||","11.22 The Rudras, Adityas, Vasus, Sadhyas, Visvedevas, the two Asvins, Maruts, the manes and the hosts of celestial singers, Yakshas, demons and the perfected ones, are all looking at Thee, in great amazement."
"रूपं महत्ते बहुवक्त्रनेत्रं
महाबाहो बहुबाहूरुपादम् |
बहूदरं बहुदंष्ट्राकरालं
दृष्ट्वा लोकाः प्रव्यथितास्तथाहम् ||११-२३||","11.23 Having seen Thy immeasurable form with many mouths and eyes, O mighty-armed, with many arms, thighs and feet, with many stomachs and fearful with many teeth  the worlds are terrified and so am I."
"नभःस्पृशं दीप्तमनेकवर्णं
व्यात्ताननं दीप्तविशालनेत्रम् |
दृष्ट्वा हि त्वां प्रव्यथितान्तरात्मा
धृतिं न विन्दामि शमं च विष्णो ||११-२४||","11.24 On seeing Thee (the Cosmic Form) touching the sky, shining in many colours, with mouths wide open, with large fiery eyes, I am terrified at heart and find neither courage nor peace, O Vishnu."
"दंष्ट्राकरालानि च ते मुखानि
दृष्ट्वैव कालानलसन्निभानि |
दिशो न जाने न लभे च शर्म
प्रसीद देवेश जगन्निवास ||११-२५||","11.25 Having seen Thy mouths fearful with teeth (blazing) like the fires of cosmic dissolution, I know not the four arters, nor do I find peace. Have mercy, O Lord of the gods, O abode of the universe."
"अमी च त्वां धृतराष्ट्रस्य पुत्राः
सर्वे सहैवावनिपालसङ्घैः |
भीष्मो द्रोणः सूतपुत्रस्तथासौ
सहास्मदीयैरपि योधमुख्यैः ||११-२६||","11.26 All the sons of Dhritarashtra, with the hosts of kings of the earth, Bhishma, Drona and Karna, with the chief among our warriors."
"वक्त्राणि ते त्वरमाणा विशन्ति
दंष्ट्राकरालानि भयानकानि |
केचिद्विलग्ना दशनान्तरेषु
सन्दृश्यन्ते चूर्णितैरुत्तमाङ्गैः ||११-२७||","11.27 Some hurriedly enter Thy mouths with their terrible teeth, fearful to behold. Some are found sticking in the gaps between the teeth with their heads crushed to powder."
"यथा नदीनां बहवोऽम्बुवेगाः
समुद्रमेवाभिमुखा द्रवन्ति |
तथा तवामी नरलोकवीरा
विशन्ति वक्त्राण्यभिविज्वलन्ति ||११-२८||","11.28 Verily, just as many torrents of rivers flow towards the ocean, even so these heroes in the world of men enter Thy flaming mouths."
"यथा प्रदीप्तं ज्वलनं पतङ्गा
विशन्ति नाशाय समृद्धवेगाः |
तथैव नाशाय विशन्ति लोकास्-
तवापि वक्त्राणि समृद्धवेगाः ||११-२९||","11.29 As moths hurriedly rush into a blazing fire for (their own) destruction, so also these creatures hurriedly rush into Thy mouths for (their own) destruction."
"लेलिह्यसे ग्रसमानः समन्ताल्-
लोकान्समग्रान्वदनैर्ज्वलद्भिः |
तेजोभिरापूर्य जगत्समग्रं
भासस्तवोग्राः प्रतपन्ति विष्णो ||११-३०||","11.30 Thou lickest up, devouring all the worlds on every side with Thy flaming mouths. Thy fierce rays, filling the whole world with radiance, are burning, O Vishnu!"
"आख्याहि मे को भवानुग्ररूपो
नमोऽस्तु ते देववर प्रसीद |
विज्ञातुमिच्छामि भवन्तमाद्यं
न हि प्रजानामि तव प्रवृत्तिम् ||११-३१||","11.31 Tell me, who Thou art, so fierce of form. Salutations to Thee, O God Supreme: have mercy. I desire to know Thee, the original Being. I know not indeed Thy working."
"श्रीभगवानुवाच |
कालोऽस्मि लोकक्षयकृत्प्रवृद्धो
लोकान्समाहर्तुमिह प्रवृत्तः |
ऋतेऽपि त्वां न भविष्यन्ति सर्वे
येऽवस्थिताः प्रत्यनीकेषु योधाः ||११-३२||","11.32 The Blessed Lord said  I am the full-grown world-destroying Time, now engaged in destroying the worlds. Even without thee, none of the warriors arrayed in the hostile armies shall live."
"तस्मात्त्वमुत्तिष्ठ यशो लभस्व
जित्वा शत्रून् भुङ्क्ष्व राज्यं समृद्धम् |
मयैवैते निहताः पूर्वमेव
निमित्तमात्रं भव सव्यसाचिन् ||११-३३||","11.33 Therefore, stand up and obtain fame. Coner the enemies and enjoy the unrivalled kingdom. Verily by Me have they been already slain; be thou a mere instrument, O Arjuna."
